,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0YNY0I3Hkspqe2NlhuWAQu,0.181,0.0734,-24.778,1,0.0404,0.972,0.888,0.0987,0.0723,71.623,165053
5Ebm8OIFGeyoK25ZzXuju5,0.329,0.0102,-29.214,0,0.0385,0.994,0.918,0.103,0.0684,132.244,271213
4VTnc3rElZ3Ihcz5VM8mXa,0.289,0.076,-21.295,0,0.0366,0.993,0.887,0.0845,0.0324,101.755,375187
5NAIQcA3vCUOC9AxNteyfD,0.345,0.00421,-33.152,1,0.0511,0.995,0.896,0.0514,0.131,127.845,151440
4eY2bxGE2ykwefZ3adjetE,0.0709,0.0155,-32.939,1,0.0435,0.949,0.785,0.0924,0.0315,76.646,705512
2u22XYHmJiVBl0HSW8jQFt,0.206,0.0126,-32.604,1,0.0488,0.989,0.904,0.0808,0.0492,64.172,288000
3rL2blyeOBnUBq3yYA1KcE,0.142,0.0152,-30.817,1,0.0377,0.964,0.854,0.115,0.0746,92.621,227973
2oWssoQZzx2Jkf0XArAYYS,0.421,0.0576,-25.917,1,0.0352,0.992,0.907,0.0864,0.0706,103.635,130093
1sSkBaP2bKPT7WmYBVBtzI,0.521,0.0411,-25.192,1,0.0642,0.995,0.946,0.189,0.362,106.47,182733
7bUIMBHbFjZ9ZcEWcMalzh,0.336,0.0183,-28.886,1,0.0442,0.994,0.944,0.106,0.0316,65.602,320293
4tHjDWRTJCNcsZyN3qohXS,0.296,0.00564,-32.386,1,0.0424,0.994,0.854,0.0957,0.033,133.411,246453
7ipHx0jgei0eK8xn3xoKIL,0.122,0.0963,-21.942,1,0.0375,0.962,0.666,0.166,0.133,83.662,227333
2vqpvRc2fOowGpcMoauBY1,0.0946,0.00545,-36.585,1,0.0499,0.973,0.85,0.217,0.0421,63.457,428573
1qFelTJth8g0iPsqtSqPXi,0.336,0.0116,-32.715,0,0.0402,0.996,0.902,0.0623,0.219,180.292,141000
2r5k34u94dT3HvexVNoKp7,0.205,0.122,-21.54,0,0.0347,0.851,0.421,0.185,0.234,77.481,431013
55p8usSB1X20vzeS8RQgzH,0.38,0.144,-18.992,1,0.0305,0.992,0.872,0.118,0.0624,97.559,239840
3eLlW0GegkXy3o92t51xaJ,0.206,0.058,-20.467,1,0.0441,0.99,0.000573,0.09,0.0479,176.377,379053
3FMW2qArFQCYgkACKiqyeq,0.096,0.101,-17.692,0,0.0355,0.891,0.921,0.132,0.0468,76.02,689000
3O4Rl1D1MiLliQml4atM5D,0.487,0.152,-20.265,1,0.053,0.959,0.638,0.322,0.237,110.946,236587
5nyjJE5icW9rkqFGTZVhYR,0.157,0.00899,-34.986,1,0.037,0.991,0.913,0.0846,0.0573,65.855,364440
26oID5JTkv963fmMQcsBef,0.309,0.0113,-23.97,0,0.0491,0.991,0.951,0.0851,0.0988,65.565,569467
5T6Y0sFRBDF2LxfGGo90Zc,0.368,0.0835,-22.504,1,0.0343,0.788,0.876,0.108,0.181,107.279,910492
1toCPmpNUnBXbgUEg7BTEk,0.2,0.0172,-28.806,1,0.0546,0.974,0.00102,0.113,0.0379,82.818,253200
7lCqzDWT6GPECGp0TzMnR7,0.514,0.0772,-21.076,1,0.0352,0.981,0.00306,0.0859,0.511,87.514,119200
59JyhffzxORbdTQMJSYdlz,0.273,0.0549,-24.156,1,0.0461,0.995,0.898,0.0807,0.054,78.521,358573
5lhSgRzSBQh0CsGOt4TUAh,0.366,0.156,-17.041,1,0.0318,0.97,0.954,0.2,0.265,107.937,347427
2XVPMHh86z4M8ghTw5xvxn,0.234,0.00382,-34.689,1,0.0405,0.996,0.885,0.091,0.155,68.332,112493
1BIErb2Vkyllmjjrz651oC,0.142,0.0379,-25.793,1,0.053,0.987,0.783,0.0846,0.0767,96.118,262000
25mDxI046ioWDZZgSF2MYT,0.177,0.0771,-14.749,1,0.046,0.905,0.581,0.106,0.0377,144.234,913336
6jAQdK7lbclgMKQ97GmR6i,0.55,0.0339,-27.483,0,0.0405,0.996,0.933,0.0873,0.386,91.385,112493
6i137tDx0uQ9mmXmnOwoSY,0.399,0.148,-21.545,0,0.0394,0.993,0.911,0.127,0.134,147.218,303118
4czjSVTWBP3JiEYBA9Guad,0.345,0.0176,-28.001,0,0.0378,0.992,0.000446,0.0635,0.188,96.958,321587
0eGt6PAet31duhS3SUExBz,0.486,0.0666,-23.439,1,0.042,0.978,0.127,0.12,0.37,108.148,352600
71zYovKYHh6IfinHZwlYJY,0.38,0.156,-19.358,1,0.0477,0.99,0.0688,0.111,0.541,164.618,163240
7vbBVZV3jjdqhUEcfPtpJK,0.315,0.151,-18.509,1,0.0377,0.909,0.828,0.0644,0.16,133.567,346733
6WE2vVhrk7MmWSEF28QgwR,0.384,0.0108,-30.028,1,0.0474,0.994,0.908,0.103,0.168,164.242,673000
0Gh45IbIKOG9IucFfrZqLT,0.375,0.121,-23.44,1,0.0406,0.984,0.871,0.0984,0.453,147.398,424307
7fUZ4ME47LBbbUrS2T2OTT,0.404,0.164,-17.449,1,0.0454,0.969,0.882,0.0691,0.418,144.99,265707
4F2YKfoLAJfneX9LrNu6CC,0.345,0.15,-17.034,0,0.0426,0.98,0.785,0.0997,0.13,155.869,340000
0FACbh0YPxCDWwSGxDydRu,0.442,0.179,-24.556,1,0.0537,0.993,0.892,0.125,0.164,133.604,358933
3QZOoXdgDJ4Wg2H3wYP5MS,0.177,0.172,-17.14,1,0.0315,0.973,0.276,0.208,0.0685,99.373,130680
07Oij3AVn2iUvRZOq9I8bb,0.298,0.0895,-19.027,1,0.0434,0.988,0.916,0.0667,0.302,137.516,545960
36H8KITZAFqFC4iPP0W2LY,0.253,0.00904,-34.536,1,0.0362,0.962,0.374,0.088,0.0981,96.59,286160
7FDwLO15DquYxVyq6jxZGE,0.39,0.115,-20.087,1,0.0407,0.986,0.918,0.119,0.307,125.775,410240
4ofb3jwDQIrnOudulTLxgR,0.401,0.128,-18.798,1,0.0432,0.988,0.854,0.328,0.5,136.879,307907
5E1yYKKZIyVlsVpxyUH6EC,0.171,0.022,-30.86,1,0.0493,0.981,0.549,0.0997,0.0638,81.85,206480
3ywsgxwRMClaMZLa18UVu3,0.442,0.24,-16.262,1,0.0378,0.908,0.938,0.151,0.499,139.552,241227
0whTDu3Nes1AFl2m0KTtmw,0.227,0.00792,-34.323,1,0.0448,0.978,0.56,0.131,0.117,76.051,388120
5aNKYrgylkMhI0d51oYkHf,0.077,0.0262,-24.079,1,0.04,0.945,0.487,0.0925,0.0345,80.392,780827
0b5ErGJr4brN0Es73O2BS3,0.244,0.018,-25.611,0,0.0476,0.948,0.203,0.0608,0.0708,131.886,501533
7k22R54vbVSv6QnPVLHjBW,0.423,0.308,-15.374,0,0.0355,0.965,0.333,0.148,0.0863,115.275,266067
6su8WsxgKHN7wm93zIZQ7q,0.433,0.0549,-22.121,1,0.0477,0.929,0.067,0.0693,0.358,125.599,479681
20SEyo1jCgiYxgAabS9W7U,0.239,0.0208,-24.683,1,0.0442,0.973,0.168,0.124,0.103,134.237,273827
1d0mVkzYmxp822pjE2JVrM,0.344,0.0611,-24.354,1,0.0394,0.986,0.59,0.117,0.508,139.919,356733
5eCJktM5Xb2wZFsl8KbC1Y,0.185,0.0564,-23.967,1,0.0488,0.969,0.53,0.0706,0.0953,96.13,554000
3IehhHgOoLAK6h9nJz0vZ6,0.498,0.0206,-21.742,1,0.0513,0.94,0.216,0.0758,0.373,126.049,355413
2ygeBLTP9uu3OW3VTulD8N,0.25,0.318,-15.605,0,0.0411,0.956,0.897,0.0976,0.188,98.171,442000
3zLTPuucd3e6TxZnu2dlVS,0.289,0.0306,-30.79,0,0.0446,0.987,0.911,0.102,0.118,125.61,212067
630zE7N1xPxdK2Zz4S3rPA,0.278,0.00245,-41.53,0,0.0497,0.995,0.881,0.114,0.293,139.161,403333
5UbN3fe9OB1p5KwjgUAHD4,0.247,0.0383,-22.76,1,0.0363,0.955,0.714,0.108,0.136,108.252,758267
2YFuTzAr02YYroPwI6vTi1,0.363,0.193,-19.428,1,0.0328,0.99,0.91,0.0888,0.325,85.701,373665
0LFjvtI8eJAUkzGIo8OMPA,0.323,0.304,-15.739,1,0.0395,0.9,0.899,0.274,0.4,146.104,530293
69nDKRbYZLGNEkPhImEVGB,0.144,0.043,-25.097,1,0.0399,0.985,0.91,0.0758,0.0596,99.435,771320
4BWs1bcs60wjW56SyoHjQi,0.209,0.0402,-27.175,1,0.047,0.931,0.0588,0.0869,0.0514,95.939,486000
4ySqdQH0bhSzuGbBjeJrQm,0.388,0.122,-22.312,1,0.0446,0.952,0.48,0.0538,0.591,153.204,211600
2LNs7mkKPbvwKO3qGuK2oD,0.351,0.0058,-30.991,1,0.0505,0.993,0.83,0.128,0.047,165.578,140267
0N4mgaz975YMjRcbixYtHg,0.195,0.0708,-21.427,1,0.0495,0.971,0.676,0.119,0.219,76.016,631293
2ZjhhB3kZP6Zufmjuv2TWC,0.367,0.0814,-23.788,0,0.0439,0.913,0.931,0.105,0.62,161.58,123773
4YVdlDcS7eK5CVhep29vnd,0.284,0.177,-21.164,0,0.0353,0.987,0.914,0.0977,0.126,141.734,479240
2iebeJc7rPjtqxOOppygDq,0.366,0.117,-21.99,1,0.0461,0.992,0.911,0.0685,0.0609,92.227,475307
1jY5pdWdQiWYKdpJnMCmSv,0.348,0.175,-21.952,1,0.0338,0.949,0.902,0.174,0.42,142.919,85000
2OQzVmgl8WoNEYDdOLSEOf,0.287,0.0855,-24.19,0,0.0481,0.992,0.888,0.105,0.114,156.795,461400
0F2Htrs5xXvQaid44GLIHq,0.284,0.0528,-28.11,1,0.0443,0.977,0.759,0.0987,0.329,140.362,458587
4Ll5vchWmGSA7TKiXY1olz,0.665,0.298,-21.019,1,0.0463,0.99,0.847,0.165,0.869,117.05,53467
7l1efkDXbMUxAwe4IKrCAy,0.38,0.195,-20.799,1,0.0443,0.907,0.926,0.0956,0.555,92.182,196600
3IjkKx4Jcun93Iw5dpKFUC,0.223,0.137,-17.526,1,0.0401,0.963,0.879,0.131,0.101,61.585,383840
51xHvAUYQfhY29GcGlBM0n,0.315,0.211,-22.835,1,0.0384,0.982,0.924,0.147,0.647,120.39,294467
1VYOAY7yevYbOj3AFupzSu,0.492,0.136,-18.839,1,0.0463,0.948,0.893,0.0726,0.445,135.786,351493
64ta7ZvTJeThz7Ns4LmAHS,0.428,0.237,-13.764,0,0.0351,0.987,0.896,0.0849,0.357,79.904,460027
0XkcuWNLacWDwEDmvq4CCy,0.171,0.037,-25.191,1,0.0409,0.991,0.898,0.123,0.037,67.89,330000
7kwCAXd0GeQvWvfTgCjaNX,0.313,0.144,-17.316,1,0.0368,0.944,0.92,0.181,0.303,145.162,244560
72YOzYeqT7Y7sK9O2esWbk,0.27,0.149,-21.207,1,0.0458,0.994,0.922,0.108,0.505,179.153,225467
2vBuaUzWANdghLfM1nF0Yw,0.194,0.079,-21.389,1,0.0425,0.969,0.498,0.126,0.082,100.309,517360
2l48bK5FOYIQHgoYSPl7Qw,0.178,0.0157,-24.129,1,0.0451,0.981,0.896,0.0779,0.093,134.332,403387
7IHEJdJhju1F2rhIiwgawx,0.382,0.0499,-25.262,1,0.0548,0.994,0.906,0.109,0.0779,125.903,316653
5sKh1XrJIs4LpmGXeaqBbd,0.416,0.174,-16.689,0,0.0353,0.943,0.916,0.118,0.198,109.35,451333
5qtqQ05H33mXm83qgc444E,0.219,0.0283,-28.784,0,0.0375,0.978,0.943,0.133,0.044,90.879,431147
5O7SV284GeCFqs0wGfpYqb,0.62,0.179,-19.86,1,0.0585,0.986,0.948,0.13,0.948,124.809,56067
07tK0qdFhjuG9Wh3RbuZ0j,0.264,0.0923,-20.328,1,0.0423,0.961,0.926,0.111,0.144,98.886,510933
4yNdgz1fkB7vF6XPZgdEp1,0.325,0.0735,-26.065,1,0.0506,0.991,0.929,0.0804,0.213,173.798,301400
2TDYhUsCuLEK0mkPZCYKPV,0.171,0.0115,-30.173,1,0.0436,0.987,0.848,0.0991,0.083,72.404,452707
4QIcDzIB372VcPaP4dtnVl,0.295,0.12,-17.601,1,0.0472,0.965,0.821,0.223,0.177,152.712,262440
69yGpVbBDk3HHYIO4TPCRu,0.442,0.117,-19.385,1,0.0436,0.962,0.908,0.305,0.338,120.091,440600
6laxJsnVWu2ncFPAbrLuJB,0.401,0.054,-20.669,1,0.0468,0.97,0.285,0.136,0.581,148.833,340000
7aHOmybSL7OvujPad7cBDW,0.109,0.0414,-25.91,1,0.0482,0.988,0.114,0.106,0.0367,82.111,256200
6urUjo3eVDI2KymBacp1oY,0.61,0.13,-14.211,1,0.0555,0.789,0.0605,0.097,0.652,72.35,137053
1bTXAKwE2Hztv13xTAhMQB,0.625,0.351,-15.884,1,0.0423,0.878,0.938,0.0569,0.794,116.961,191493
3tWp3CE214ezoQYNbjNKuX,0.693,0.187,-14.659,1,0.0402,0.975,0.92,0.103,0.447,115.064,249680
1qNNg6vuSZqdeSWrnmqgS2,0.128,0.163,-18.419,1,0.0454,0.965,0.238,0.102,0.038,175.195,184400
30bQxViotttoZ7x2iUP2L9,0.374,0.178,-15.758,1,0.0389,0.92,0.0235,0.0754,0.148,95.839,323427
2H8nKAoMk1B7yKrd0uppGb,0.583,0.425,-15.521,1,0.0303,0.774,0.961,0.181,0.848,101.664,135160
05iURKvut2OWEzPHQUhDT5,0.0685,0.0173,-26.846,0,0.0408,0.942,0.66,0.1,0.073,74.996,285840
2Sbb5o2R6zci4L0xEQhsvK,0.219,0.0337,-22.761,1,0.0537,0.985,0.00542,0.0857,0.0417,76.1,332320
2GTQ3iVNLw90PLPVUdPE4t,0.183,0.126,-18.076,1,0.0318,0.881,0.939,0.151,0.0831,97.639,353720
4TNCQyG2gmepsGoeLdRKn4,0.399,0.405,-11.552,1,0.0303,0.96,0.398,0.214,0.484,109.098,219360
0fTJ7spoLjRgriBgsftWR8,0.152,0.0497,-17.396,1,0.0416,0.934,0.502,0.12,0.0753,67.09,106133
6H8kRwXYJhmz6y1AkbCwvD,0.221,0.0235,-25.198,0,0.0417,0.959,0.913,0.1,0.112,51.208,128599
5qGrDJspH7rSB1OFmT6A2N,0.344,0.183,-21.04,1,0.0381,0.899,0.689,0.0962,0.562,138.265,192453
5ZARQmEMqdfgyyjHAN87cf,0.063,0.0906,-22.111,1,0.0481,0.877,0.834,0.11,0.0364,47.791,223000
71pNhBvkgw48JAyQPymLbO,0.425,0.0663,-31.666,1,0.0388,0.777,0.85,0.312,0.609,124.931,195733
4tjILrO9lD8DC5ExpE520A,0.159,0.0403,-25.144,0,0.0448,0.981,0.704,0.182,0.0358,67.93,255693
74gUbrOJ7oRGrCVZTpuiFm,0.25,0.0274,-26.294,1,0.0547,0.986,0.000594,0.125,0.0381,83.604,363387
6jzEwUfXtY2tlZj9O158b8,0.594,0.325,-23.3,1,0.0429,0.936,0.979,0.225,0.925,152.842,70786
30HCgiGH4R8rgUMdF7njJK,0.398,0.0136,-30.483,0,0.0492,0.993,0.91,0.0733,0.143,71.812,181627
3462hQTzF5oHhoJfJJ5ULK,0.511,0.25,-16.066,1,0.0342,0.903,0.00137,0.174,0.396,107.819,232680
38gibGVp2n7D0GQKoUTPRj,0.594,0.115,-19.728,1,0.0533,0.926,0.679,0.226,0.774,118.206,121493
5cYyCE4b3T5TdQ3sGg8CYc,0.117,0.0492,-25.341,0,0.036,0.87,0.291,0.0873,0.0669,76.49,567467
5mRrklQD0rvuN6sV10HfPn,0.326,0.0993,-22.496,1,0.072,0.988,0.916,0.108,0.417,137.274,150973
1k82bzEjGy47GX0EbVPseH,0.147,0.165,-19.898,1,0.037,0.861,0.478,0.129,0.159,143.528,356867
2JOXTg7PdMetphuHjckQHI,0.132,0.0652,-24.431,1,0.0459,0.956,0.927,0.111,0.175,162.136,277440
4zdyJk5NEGXiWIZ87zfRVQ,0.103,0.0931,-20.732,0,0.0405,0.968,0.871,0.149,0.0355,85.638,197200
5nr0Je2fL2nILWaoUkcvrT,0.123,0.0116,-41.903,1,0.0488,0.994,0.926,0.0992,0.204,128.862,137560
6iZyZPHl5Gg6A24unyzwk4,0.199,0.0673,-22.556,1,0.0529,0.943,0.105,0.15,0.0575,74.49,332533
5fzzSHwK0iFGanI4suSuCA,0.31,0.0555,-25.695,1,0.0395,0.994,0.906,0.121,0.566,70.515,140040
5c8BioP5IfiUAC0dkr69sL,0.175,0.115,-19.803,0,0.0346,0.976,0.843,0.103,0.133,86.708,396173
7qfuAHc88ZCpkVh5nCbcE5,0.538,0.0416,-25.889,1,0.0399,0.941,0.915,0.109,0.16,59.173,176467
3kvBEbswxMAx6QKc10SCon,0.515,0.269,-21.859,0,0.037,0.847,0.0897,0.0757,0.964,130.998,90107
5SJFZnECoKeTLy7PPVLLbF,0.42,0.282,-23.046,1,0.0424,0.989,0.856,0.142,0.936,96.199,90707
19vP4ZOsTZNkodbUPJpdb5,0.282,0.279,-22.318,1,0.0486,0.983,0.945,0.104,0.853,166.715,159800
4tXktBBrKGTebkYjvzFA3i,0.567,0.369,-14.772,1,0.041,0.879,0.00478,0.126,0.891,101.105,332320
5rfq2lQI7eEn8tQoQWnVgS,0.0757,0.0435,-30.073,1,0.0518,0.784,0.86,0.109,0.143,67.1,361160
0VI8QAH1YupPK6xdCJuwpn,0.397,0.0185,-32.417,1,0.0483,0.995,0.917,0.0828,0.256,128.58,292987
5Pl2CXDkaP6WEnJ0bpKGOm,0.384,0.0414,-23.019,0,0.0378,0.992,0.897,0.0684,0.0618,71.224,326520
5zIJsFst05gsrUdr9ghEpG,0.457,0.0252,-35.116,1,0.0621,0.996,0.875,0.0975,0.168,74.137,138840
2NulkiwtGWhsyMMbdVbzcP,0.479,0.312,-17.053,0,0.0504,0.966,0.014,0.0829,0.616,105.991,442840
5s5UjtMlSuVq1xhvyD1FrK,0.335,0.13,-24.479,0,0.0411,0.928,0.00374,0.326,0.486,101.061,382467
5cR6xfzyicyDyAr52zB48k,0.37,0.248,-10.47,1,0.0371,0.965,2.12e-05,0.0911,0.384,133.33,141600
55uJm9cRRUOWw48gga4MbC,0.196,0.0133,-26.779,1,0.0407,0.978,0.0753,0.312,0.0734,70.74,284000
5knmhbxOpdAa9VqwoRSCln,0.194,0.148,-21.588,0,0.043,0.992,0.0704,0.0926,0.0393,77.111,345600
4sfYQveGXUELiGaVWJELxZ,0.206,0.04,-30.018,0,0.0473,0.991,0.699,0.126,0.0321,130.279,178293
78qIL92mSpGOm4gH7qgP3a,0.585,0.0218,-26.116,1,0.0476,0.955,3.14e-05,0.0827,0.495,125.261,174000
3O5ALEXsR3Us1ys00AD7c2,0.305,0.0658,-24.807,1,0.0694,0.979,6.33e-06,0.085,0.0398,74.179,216707
2wcaQSBshsekwpHINTWHkG,0.303,0.16,-21.998,1,0.0467,0.98,0.000451,0.0749,0.228,83.514,213133
71EdUh8dE27ufo78UKB5Ti,0.184,0.353,-13.173,0,0.034,0.885,0.632,0.1,0.138,75.862,149107
5HjQzLW9SrZIQ0lluMPGVY,0.268,0.0766,-22.81,1,0.0511,0.984,0.0,0.0928,0.123,160.076,213253
2jPFGSbq3exl6sc9udZPr2,0.396,0.237,-16.518,1,0.0619,0.959,1.16e-06,0.36,0.255,110.858,169333
6C6vsdKc2URZFkRrXn6xh3,0.133,0.247,-17.28,0,0.0357,0.945,0.948,0.0799,0.0314,60.244,115427
5WvowyrxRXljU7alUgqAuc,0.52,0.0387,-23.783,1,0.0414,0.986,0.96,0.167,0.377,110.522,95027
3K5TAZ192q52fTDQjz52av,0.151,0.108,-19.109,0,0.0481,0.93,0.643,0.101,0.0949,78.129,431133
6zxLbkxruJXMVrpi4glv28,0.371,0.0377,-24.153,0,0.0491,0.86,0.0911,0.371,0.1,116.266,173667
5xwlLnghuHyBoPl0UOCF4K,0.146,0.02,-32.031,1,0.0416,0.362,0.148,0.198,0.0729,95.786,218240
6njnyMvYPW22DslQGDxLh2,0.368,0.0783,-25.168,0,0.0531,0.988,0.00929,0.339,0.157,129.436,157680
59iOUHLoaKgFOfKHHO9fgQ,0.283,0.0603,-20.569,1,0.0421,0.941,0.904,0.054,0.0422,96.476,451000
1MR7JqbHhQSpEtkftNipfO,0.186,0.168,-17.739,1,0.0461,0.984,0.0506,0.0921,0.111,75.96,276000
5wI78BFZaRgCRi32AzjrKf,0.283,0.0936,-21.433,1,0.0477,0.98,1.29e-05,0.127,0.0532,145.427,156600
7v5UuWX5bVomJtrKs7eHul,0.494,0.217,-18.311,1,0.151,0.939,0.0104,0.0982,0.293,136.466,146520
74WjYdm3Lvbwnds4thYPUU,0.212,0.301,-12.505,1,0.0384,0.963,0.0033,0.13,0.0798,84.025,177333
178xNkaZ6wqtXw0tLTKlPI,0.219,0.12,-15.146,1,0.0432,0.99,0.0978,0.0723,0.0501,89.535,180053
4ErQ9so16QNxy0srB7vJE7,0.311,0.252,-15.76,1,0.0394,0.98,0.389,0.625,0.0887,71.598,169880
36I8o5FnN9f12DePkYYMQy,0.158,0.00313,-44.15,1,0.0394,0.956,0.923,0.0784,0.0389,77.968,183573
0ObV8vQoB8SJLf6vGv4xhB,0.138,0.0109,-31.754,0,0.0487,0.805,0.845,0.0999,0.0376,101.226,421560
0TRaG7uArJYTw4HdOhIrZt,0.172,0.189,-15.174,1,0.0426,0.965,0.0318,0.318,0.0386,91.619,473867
5YdegK2iSQi4TQf8yzezcZ,0.294,0.0936,-22.404,0,0.0677,0.959,0.000217,0.259,0.0343,75.591,67987
17IGCxI5AVjVk8OIWh0hgl,0.206,0.0241,-26.687,1,0.0459,0.983,0.00316,0.0886,0.0385,81.129,93960
3cfVcO6vPwkPKYUzd5z8SI,0.177,0.0901,-29.358,1,0.0344,0.834,1.05e-06,0.217,0.397,85.085,60067
3e4UDC6fKMGJf7pck9Tvye,0.235,0.361,-11.184,1,0.0411,0.977,0.00904,0.143,0.061,86.403,278733
4LHZgCwBorIgqFGIEBcBYo,0.228,0.138,-16.343,0,0.041,0.99,0.000202,0.197,0.214,159.964,116307
3lVU1jc3yOR5pu11XrXmjC,0.195,0.0168,-27.388,0,0.0454,0.966,0.00336,0.0652,0.0372,110.361,180200
6T1XEsotnNLOBFYFyTiEwc,0.273,0.0325,-28.528,1,0.0501,0.976,0.000124,0.112,0.0516,78.376,139467
7EAJFgCzn151tyy6gT90yy,0.328,0.0459,-23.889,1,0.0582,0.975,2.05e-05,0.113,0.0393,89.11,138827
0JpEBe6wg0mADqKoNcL8d0,0.331,0.0398,-24.961,1,0.0524,0.94,5.3e-06,0.086,0.112,93.575,154293
3c74zYDbFOhXDWk4Rchur0,0.145,0.0875,-21.343,1,0.043,0.965,0.619,0.0769,0.039,81.497,251787
3gNnSIJe2Icknr8pimoMHP,0.174,0.103,-22.966,1,0.0416,0.977,0.0601,0.245,0.114,74.766,155200
5Oj7LSvlL3PBfs25PIsJLV,0.188,0.0958,-20.155,1,0.0489,0.982,0.0342,0.107,0.0393,71.665,295587
74VfSpolk0gPkTYWVYiA9w,0.063,0.0461,-22.411,1,0.0441,0.94,0.867,0.116,0.0341,59.184,596267
475Ro9rPC9cHLsKDX5jtaC,0.277,0.0425,-22.643,1,0.0411,0.994,0.938,0.088,0.463,110.366,74960
5W7IiH2jDV6q6EQwBkq8ld,0.379,0.251,-15.488,1,0.0991,0.986,0.0122,0.094,0.335,73.316,295973
1aOiwLSEnhX9jxiwHuB0Sv,0.183,0.0726,-21.494,1,0.0465,0.943,0.512,0.272,0.094,87.548,666000
4qwnhaT0LcfJaRNGOhndaQ,0.498,0.152,-20.346,1,0.0571,0.987,0.856,0.14,0.601,104.432,129760
1PT3zNAnVCN2CjeYaTcQH7,0.557,0.14,-19.014,1,0.0789,0.967,0.0225,0.104,0.509,146.887,207000
18l95nUQWWV6RU2gLCbrjN,0.347,0.264,-15.162,1,0.043,0.92,0.9,0.093,0.449,97.695,419000
0djTlU6JmOdV0BgKyfD3ac,0.338,0.127,-21.464,1,0.0462,0.94,0.226,0.06,0.199,144.824,460427
4XSwn2DpUy5ZbzcCmrBSqN,0.479,0.187,-15.721,0,0.0645,0.992,0.000345,0.143,0.466,125.992,128933
35Zwf6TpJ6k5u7isLsvvNk,0.309,0.224,-18.646,1,0.0573,0.946,0.749,0.958,0.226,93.14,561640
3tyVaUyQJeukAdBgHs9dXB,0.494,0.143,-18.039,1,0.057,0.979,0.00034,0.563,0.23,134.113,98907
4hXaE6TgZCasb00D0BQyFa,0.175,0.0455,-20.46,0,0.0435,0.983,0.0138,0.0894,0.0356,139.373,567307
05YgnE4lEIz2rAnbXm41Ki,0.319,0.193,-20.244,1,0.0705,0.939,0.809,0.152,0.135,72.404,538213
62IaVX0eGIuGRbJB7ndHxC,0.486,0.278,-18.152,0,0.0409,0.902,0.941,0.238,0.536,108.891,91507
1UERWmNIaSWiGKfElxFqgj,0.337,0.0783,-23.491,1,0.0432,0.964,0.0838,0.0923,0.266,128.18,499627
4NJIS1JHOvBFMQWUs5MVo6,0.384,0.186,-20.848,1,0.0454,0.978,0.709,0.188,0.469,128.031,95360
7iNjUSnYSnLtQrOsGkP0ab,0.401,0.202,-20.702,1,0.0779,0.772,0.283,0.0847,0.356,147.682,479013
0UjKBsUrFqiKrMPddGh1vb,0.403,0.157,-18.033,1,0.0643,0.972,0.00584,0.346,0.119,132.569,349707
6fNJ1XGd7DQOaOUemy5sVH,0.329,0.049,-22.771,1,0.0463,0.945,0.00171,0.0915,0.0644,97.275,185560
6pYyblvk9Q2O4PoUKN4mna,0.366,0.266,-15.349,1,0.191,0.986,0.00481,0.081,0.19,64.53,356107
5domJuSyJr3DLR8g46RBvy,0.356,0.179,-16.803,1,0.0993,0.973,4.87e-06,0.916,0.12,155.651,255973
4caKKEVxLLkYH3XAV2166D,0.219,0.0783,-23.49,1,0.0419,0.969,0.00668,0.117,0.0526,84.854,376627
3bDA5rMBde88xVYgm1oIUw,0.365,0.0718,-21.408,1,0.0452,0.906,0.347,0.0506,0.255,90.666,463000
4NFMsheZvMFrCQ3oW2irRL,0.293,0.0803,-18.26,1,0.0515,0.989,0.929,0.0972,0.0482,119.215,180760
3Yf8ais15iSDj9i0at2fOC,0.154,0.029,-26.927,1,0.0374,0.984,0.89,0.129,0.0376,78.51,371667
7iV3JqPBRtXEFka2Uhh9Uj,0.137,0.255,-14.795,0,0.037,0.889,0.777,0.176,0.0397,89.25,98083
4hiWqY21ruQO8OPPsZ57FZ,0.365,0.171,-19.94,1,0.0421,0.988,0.499,0.0805,0.663,93.62,260667
2AT23SSi0WuGvpNi79SsBG,0.1,0.0294,-25.791,1,0.0458,0.986,0.88,0.11,0.0615,76.317,230720
7yOHgLpmCb62KAsyFQ779o,0.384,0.0516,-28.922,0,0.0484,0.994,0.935,0.113,0.133,61.354,152000
0gVh7rovZhz00UTwcME08u,0.365,0.109,-23.102,1,0.0448,0.968,0.928,0.0938,0.236,99.087,260973
6WmjXazGnWVQBbsuFzbmF4,0.135,0.0435,-25.49,1,0.0468,0.602,0.283,0.104,0.104,79.475,318693
7lvEhtMzOBgfVBu4oF7cse,0.169,0.17,-18.411,1,0.0404,0.969,0.913,0.157,0.0694,79.818,173373
0GLR6oEa3L4AUft3XBk0L4,0.308,0.0906,-22.569,0,0.0461,0.993,0.917,0.0514,0.0946,126.982,167893
7lM2CmKUPA0jhkcZkwrp0Z,0.0681,0.131,-19.573,1,0.0374,0.755,0.906,0.344,0.106,47.214,140453
0ly9vP5nVlePwpK1vRksAh,0.348,0.0985,-21.458,0,0.037,0.986,0.85,0.126,0.144,130.036,868600
2yq5ucLiTcJA1xeerrL7FB,0.164,0.0768,-24.682,1,0.0387,0.988,0.934,0.135,0.154,71.802,175627
