,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
6UN73IYd0hZxLi8wFPMQij,0.954,0.516,-5.817,1,0.16,0.03,7.54e-06,0.0504,0.624,105.001,139560
556awMv4WQP0h1VXMU8rSU,0.573,0.848,-3.413,1,0.0474,0.0122,2.29e-05,0.4,0.418,89.978,152332
4LRPiXqCikLlN15c3yImP7,0.52,0.731,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303
3g5OlVimHO0rK6qmRiwokX,0.675,0.801,-3.707,1,0.0579,0.00627,0.0,0.371,0.521,112.002,178081
51FvjPEGKq2zByeeEQ43V9,0.775,0.677,-4.703,0,0.0442,0.0313,0.00517,0.112,0.698,124.011,189357
5eTaQYBE1yrActixMAeLcZ,0.636,0.869,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,143.011,186496
0QHEIqNKsMoOY5urbzN48u,0.838,0.525,-3.562,1,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,134256
76OGwb5RA9h4FxQPT33ekc,0.565,0.636,-8.198,1,0.0638,0.107,9.9e-06,0.447,0.525,170.01,179551
6jSvgAwRVrJIP0VYz5L2J8,0.689,0.788,-4.978,1,0.084,0.07,0.0,0.246,0.656,122.968,164693
6BePGk3eCan4FqaW2X8Qy3,0.696,0.793,-5.733,1,0.097,0.0683,3.78e-06,0.18,0.698,120.003,172253
5QO79kh1waicV47BqGRL3g,0.68,0.826,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627
07bsRv0pcpbG4zJeLsUs1p,0.777,0.526,-6.221,1,0.0645,0.302,0.0,0.105,0.389,107.071,194849
1qEmFfgcLObUfQm0j1W2CK,0.714,0.728,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,177955
05oHYdKxu7cnqrZgw6CiLK,0.634,0.715,-6.229,1,0.0402,0.324,0.0,0.124,0.466,117.016,172507
5w40ZYhbBMAlHYNDaVJIUu,0.498,0.897,-4.907,1,0.045,0.00136,0.0,0.118,0.373,169.902,184013
3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805
6I3mqTwhRpn34SLVafSH7G,0.601,0.741,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,153190
1yHVHoz6Ny29gbbWJYVnFt,0.571,0.761,-3.485,1,0.0261,0.0708,0.0,0.331,0.681,91.991,186043
3BKD1PwArikchz2Zrlp1qi,0.602,0.91,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,140018
3rWDp9tBPQR9z6U5YyRSK4,0.643,0.363,-11.738,1,0.0767,0.69,5.17e-05,0.115,0.23,139.865,174783
3W5KHP0Yr56ejVDns9vci3,0.678,0.48,-3.607,1,0.0298,0.588,0.0,0.0954,0.49,107.934,210880
2L9N0zZnd37dwF0clgxMGI,0.516,0.322,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,182888
50x1Ic8CaXkYNvjmxe3WXy,0.593,0.352,-8.296,1,0.0284,0.695,2.22e-05,0.3,0.226,119.988,220750
0lJrPatloYarTbsKciShJu,0.657,0.784,-6.374,1,0.0422,0.336,0.000671,0.673,0.772,81.975,239573
4IU62RQTQlHDjU9Uk44p8x,0.669,0.332,-12.712,1,0.0396,0.665,0.0004,0.107,0.203,97.024,228667
1odExI7RdWc4BT515LTAwj,0.508,0.43,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,212954
6INztpNwOTlfSKTuPo0HOP,0.368,0.463,-10.595,1,0.0302,0.811,0.0017,0.109,0.447,156.008,267773
4jMbQ5H6KaSRPRCBuNnW16,0.724,0.617,-5.999,1,0.0313,0.193,0.0,0.178,0.114,111.956,200815
1Y3LN4zO1Edc2EluIoSPJN,0.551,0.55,-5.339,1,0.0286,0.777,0.0,0.202,0.342,101.19,176440
361ZsvPDt9tqgNUPCG3nYl,0.37,0.713,-5.075,0,0.172,0.193,0.000133,0.285,0.549,76.852,183168
1C0Uqh9cRMLPw9WpZzL4Z1,0.602,0.325,-7.367,1,0.0424,0.9,1.07e-05,0.136,0.437,105.89,194196
3KRKN196F3i6G1HnIqd2e5,0.519,0.322,-6.923,1,0.0274,0.858,0.0,0.0826,0.276,72.861,232606
79uXvsyNG97zMLLq4bloRa,0.765,0.435,-6.224,1,0.0381,0.715,0.0,0.0784,0.562,109.969,141184
2YZRBM2w68HXHgbKaRTlyw,0.523,0.405,-9.104,1,0.0345,0.895,0.0,0.106,0.359,165.842,152000
62uRYwQ4UV7UoMpQ6hXqPj,0.623,0.499,-7.889,1,0.091,0.272,0.0,0.119,0.208,80.007,209986
2i2gDpKKWjvnRTOZRhaPh2,0.639,0.723,-6.462,0,0.0532,0.511,0.0,0.167,0.878,136.872,187558
11xCgS8k2RSzgngwkOqJV6,0.762,0.564,-6.504,0,0.0353,0.137,0.00229,0.291,0.485,106.015,221092
7KA4W4McWYRpgf0fWsJZWB,0.558,0.559,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387
6OJ4kuBYKCdlLwCAELUFVe,0.393,0.623,-5.57,1,0.0344,0.0026,0.0,0.0627,0.309,143.67,245679
5zcoYCmeIL392as1bwIYce,0.779,0.604,-8.039,0,0.0403,0.556,0.0,0.112,0.404,120.017,164028
0aIW3ekrhK1eh3BYCh11op,0.543,0.333,-9.355,0,0.0272,0.824,3.87e-06,0.168,0.261,109.789,198573
5pSueoHUFxwBiLebqpcGUU,0.615,0.558,-8.539,1,0.0354,0.282,0.00151,0.649,0.246,136.033,216993
4h5x3XHLVYFJaItKuO2rhy,0.624,0.433,-9.572,1,0.0467,0.837,0.0294,0.113,0.589,124.979,218587
1odExI7RdWc4BT515LTAwj,0.508,0.43,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,212954
6El3mjjzGWOas5meWIETKI,0.387,0.462,-8.195,0,0.116,0.595,0.0,0.102,0.0722,74.021,189672
1RaF9xwakfao1RRknWyYB5,0.792,0.518,-10.519,1,0.0847,0.326,0.000182,0.406,0.512,128.025,265454
1mWISjhqdUaOCJMYrEpLJ6,0.633,0.612,-5.368,1,0.0515,0.331,0.0,0.117,0.335,119.891,215218
6ggcyYvhJCnUID8EZGQng1,0.614,0.48,-6.678,1,0.0283,0.332,0.0,0.121,0.305,101.741,149667
3wH4eUkJ1rL5xTU8PZZyOy,0.539,0.503,-5.338,1,0.0385,0.0574,2.34e-05,0.0847,0.836,174.068,223787
17fL4slDQP8YopAZHWyiR3,0.504,0.67,-6.92,0,0.0279,0.0436,0.0,0.333,0.428,137.968,159320
2TZKvEQyTtcXLBfAk7kt8n,0.489,0.607,-7.146,1,0.0417,0.569,6.55e-05,0.119,0.285,104.186,178819
79uXvsyNG97zMLLq4bloRa,0.765,0.435,-6.224,1,0.0381,0.715,0.0,0.0784,0.562,109.969,141184
4jMbQ5H6KaSRPRCBuNnW16,0.724,0.617,-5.999,1,0.0313,0.193,0.0,0.178,0.114,111.956,200815
08uYRkYyBrEBAolgY5irVW,0.645,0.465,-8.422,1,0.0339,0.115,1.18e-06,0.213,0.301,131.916,173955
2NbsBSshscKIPRG3kwBbfo,0.436,0.409,-4.438,1,0.0533,0.499,0.000166,0.38,0.363,98.357,160166
0ZpJQsYQaZVoZCspPc7zru,0.483,0.279,-10.803,0,0.03,0.918,0.0,0.16,0.438,79.977,162500
2RnBxdoRGOBzy2yvThWtMe,0.364,0.512,-9.122,0,0.106,0.0337,0.0,0.107,0.134,118.392,181159
5VGDusp81Ed3T9xACRw5Os,0.559,0.532,-6.698,1,0.0264,0.192,0.00946,0.263,0.113,99.935,151631
6wuASGjSmuoGXdWsBH7X4U,0.809,0.833,-3.134,1,0.0295,0.112,5.97e-05,0.0951,0.643,118.943,161973
0j1AlYnUBAiYOuVBDwCT20,0.589,0.71,-6.29,0,0.0372,0.000333,0.0124,0.108,0.308,110.939,176424
5K6VtWfjGkk1ahcVmPKbL9,0.773,0.602,-6.884,1,0.0625,0.454,8.17e-06,0.593,0.705,105.921,132726
5udkv8BEG1sAN5ZtR6CAzv,0.513,0.689,-5.369,1,0.0462,0.118,0.0,0.147,0.716,170.832,226251
2bzo9vmgupmbM5VFuRl0ig,0.407,0.899,-3.217,1,0.0574,0.147,0.0,0.118,0.485,173.072,198147
3Y37BUtMctTp22i1LC1sE7,0.749,0.637,-6.783,1,0.0423,0.181,6.85e-06,0.107,0.533,92.988,154886
55RszydvrfNlZ2BQdF1c4q,0.763,0.777,-4.404,1,0.0541,0.0203,1.65e-06,0.0534,0.841,114.989,232267
6pnGJhKuluYoxJMuJwuhy0,0.65,0.817,-4.539,1,0.0745,0.0642,0.0,0.147,0.806,157.037,162333
1m1WkrpWMJ5ic1D0oLd5EF,0.707,0.704,-4.158,0,0.0318,0.196,0.0,0.14,0.597,125.955,222133
0g1o9HmpAmCLYYDESbhfZm,0.532,0.86,-7.34,1,0.0442,0.00109,1.05e-06,0.349,0.683,160.039,168000
7soY9QzpSB9vI1LKwVxDuY,0.703,0.655,-4.298,1,0.16,0.0142,2.89e-06,0.0618,0.859,104.985,180571
41aABK6UlttIeeGplvwW5t,0.707,0.86,-5.69,1,0.0408,0.121,0.0,0.255,0.861,102.969,190933
30Lcy59RiXJKMVVkwhfdle,0.605,0.934,-3.642,0,0.0331,0.00914,0.00288,0.311,0.825,119.998,206000
0Ni50H8KZDx9WVaKHId38j,0.676,0.868,-3.575,1,0.138,0.219,1.35e-05,0.377,0.701,149.841,147008
4aG9dDt76InHPsbv55xz1w,0.767,0.61,-9.114,0,0.041,0.154,2.96e-05,0.362,0.681,122.908,173659
3pkacg4CSnP4i0K907SODj,0.666,0.547,-8.065,0,0.0476,0.0526,0.000818,0.16,0.429,167.954,171429
538Ouxq5iceDnEX9k87hQR,0.627,0.816,-4.403,1,0.0998,0.0615,1.06e-06,0.0551,0.85,179.992,195222
1UhP3hxXqqKwrOedzSKFfE,0.694,0.714,-6.771,0,0.0914,0.0138,0.0,0.0821,0.799,127.005,172715
6YYvWyhAqooh8RqNeGsOlq,0.639,0.759,-8.447,1,0.0446,0.0133,0.313,0.256,0.518,115.001,167029
4hjJtKO5SdpfVRwP4FZeKI,0.574,0.411,-10.838,0,0.0604,0.428,0.0,0.107,0.669,113.009,240737
1fDGlJAUBDeCgWYqhna9jN,0.553,0.651,-4.084,1,0.063,0.488,0.0,0.137,0.588,161.979,164801
0yLdNVWF3Srea0uzk55zFn,0.707,0.681,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,200455
6AQbmUe0Qwf5PZnt4HmTXv,0.696,0.809,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962,131013
6qn9YLKt13AGvpq9jfO8py,0.734,0.766,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,215227
0WtM2NBVQNNJLh6scP13H8,0.801,0.806,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,239318
6UN73IYd0hZxLi8wFPMQij,0.954,0.516,-5.817,1,0.16,0.03,7.54e-06,0.0504,0.624,105.001,139560
6Ole34qqbgkZ60IyrcVm7e,0.727,0.839,-4.781,1,0.184,0.01,3.63e-06,0.177,0.338,95.485,127253
4nrPB8O7Y7wsOCJdgXkthe,0.778,0.632,-5.6,0,0.0493,0.274,0.0,0.0915,0.498,122.104,218289
4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238
6XSqqQIy7Lm7SnwxS4NrGx,0.859,0.658,-4.79,1,0.159,0.145,0.0,0.12,0.672,100.065,195987
7ef4DlsgrMEH11cDZd32M6,0.791,0.862,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847
4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486
3BKD1PwArikchz2Zrlp1qi,0.602,0.91,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,140018
7MXVkk9YMctZqd1Srtv4MB,0.679,0.587,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,230453
2tTmW7RDtMQtBk7m2rYeSw,0.621,0.782,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,198938
0PB0O24JqAuNdOAFVJljMS,0.683,0.764,-5.995,1,0.0441,0.0427,0.0,0.0963,0.137,149.949,160325
6Sq7ltF9Qa7SNFBsV5Cogx,0.911,0.712,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,178567
3nqQXoyQOWXiESFLlDF1hG,0.714,0.472,-7.375,1,0.0864,0.013,4.51e-06,0.266,0.238,131.121,156943
5ww2BF9slyYgNOk37BlC4u,0.835,0.679,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,162638
1bDbXMyjaUIooNwFE9wn0N,0.561,0.52,-9.342,0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360
0azC730Exh71aQlOt9Zj3y,0.631,0.927,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,222160
3KRKN196F3i6G1HnIqd2e5,0.519,0.322,-6.923,1,0.0274,0.858,0.0,0.0826,0.276,72.861,232606
4E4K8qooKOsDHpZrmquBGm,0.387,0.287,-10.685,1,0.0294,0.482,2.93e-06,0.192,0.373,169.94,224941
6INztpNwOTlfSKTuPo0HOP,0.368,0.463,-10.595,1,0.0302,0.811,0.0017,0.109,0.447,156.008,267773
3W5KHP0Yr56ejVDns9vci3,0.678,0.48,-3.607,1,0.0298,0.588,0.0,0.0954,0.49,107.934,210880
5pSueoHUFxwBiLebqpcGUU,0.615,0.558,-8.539,1,0.0354,0.282,0.00151,0.649,0.246,136.033,216993
1SkrD3fKSDuZNzihiCiQgl,0.611,0.193,-10.978,1,0.0488,0.813,0.0,0.106,0.163,102.618,224129
66yvX4stoMKIiTcZeDJGpt,0.447,0.16,-13.145,1,0.037,0.88,0.0,0.111,0.229,131.932,317107
6ggcyYvhJCnUID8EZGQng1,0.614,0.48,-6.678,1,0.0283,0.332,0.0,0.121,0.305,101.741,149667
3weQKQG9ZuqgYAZVswovYS,0.66,0.571,-8.947,0,0.0544,0.545,4.92e-05,0.129,0.407,119.883,245629
0xMDAZkHccTgIi87Tdd1An,0.612,0.189,-11.224,1,0.0408,0.673,9.84e-06,0.174,0.381,141.669,171157
1xK59OXxi2TAAAbmZK0kBL,0.571,0.544,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,132631
3WMj8moIAXJhHsyLaqIIHI,0.369,0.192,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,228013
1daDRI9ahBonbWD8YcxOIB,0.672,0.642,-4.035,1,0.0313,0.0981,0.0,0.1,0.494,121.981,196453
2L9N0zZnd37dwF0clgxMGI,0.516,0.322,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,182888
4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,198040
7EAMXbLcL0qXmciM5SwMh2,0.901,0.136,-16.127,0,0.102,0.667,0.354,0.109,0.643,150.076,211140
4RVwu0g32PAqgUiJoXsdF8,0.332,0.225,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,298899
5CZ40GBx1sQ9agT82CLQCT,0.38,0.339,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,229227
7D0RhFcb3CrfPuTJ0obrod,0.371,0.268,-10.506,1,0.0281,0.748,0.0517,0.104,0.165,102.617,227093
4686eQ81DEswHa90bcdlC9,0.582,0.568,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,207541
7bxegQfGfIc9ybrQafVtf8,0.706,0.796,-4.043,0,0.274,0.0256,1.17e-06,0.247,0.47,118.026,240561
0judK8TqYfvwUohBngUxrE,0.706,0.648,-6.348,1,0.324,0.505,0.0,0.215,0.802,77.533,161041
3CblJq8QQQ0bb7vwJu8c3v,0.83,0.695,-9.445,0,0.0716,0.0248,0.0755,0.0573,0.536,112.046,190373
35SbrfbaSpGUBX7e5BPega,0.452,0.589,-8.371,0,0.0458,0.18,0.00048,0.139,0.315,141.692,219955
7EA2tzWnu6i0Nai8PMUZgp,0.786,0.88,-4.991,0,0.145,0.0212,0.000548,0.47,0.565,122.071,187058
6AQbmUe0Qwf5PZnt4HmTXv,0.696,0.809,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962,131013
3ceTUPvI4JAuSwFWfeB7Ym,0.677,0.551,-7.963,1,0.0293,0.0206,0.269,0.088,0.246,106.954,142667
61h5rJ790Vov9ks2Vut5mo,0.722,0.613,-8.394,1,0.0411,0.119,0.083,0.112,0.398,92.495,161947
5TIVr1YDRbTmVoPDZRbGDN,0.853,0.453,-10.524,1,0.0316,0.00178,0.0443,0.341,0.432,102.011,122353
08vlprFBmwh9TQnjXUtZDG,0.869,0.574,-7.383,0,0.0623,0.467,0.339,0.15,0.725,116.57,158133
3u9PAti8muEXXvEjeFpQK0,0.788,0.744,-6.022,1,0.069,0.189,5.74e-05,0.196,0.681,96.445,204110
2k6OpEcFV2VvXdVmPRNCiw,0.732,0.589,-6.234,0,0.0425,0.265,4.03e-05,0.103,0.396,131.973,192720
2GAhgAjOhEmItWLfgisyOn,0.698,0.546,-7.234,0,0.0559,0.425,0.00314,0.16,0.335,145.044,181080
0Dl965SLJGi9bB0SrvtPRx,0.763,0.759,-3.925,0,0.0906,0.218,4.24e-05,0.0724,0.964,146.006,133151
2RkMSIqUdveO3p8KVpYBYI,0.65,0.474,-10.902,0,0.14,0.486,0.000235,0.0729,0.279,134.073,152593
3txrp0QdO0wiF4yqiofzJv,0.746,0.777,-2.423,1,0.0443,0.105,0.011,0.163,0.648,81.982,155900
5mfGEs5n647v4WE3K5YmBy,0.682,0.762,-7.622,0,0.0526,0.143,0.0195,0.0807,0.797,87.032,135387
2ug9Wg4LgcyBDirbl6mgvP,0.724,0.761,-5.69,1,0.0412,0.0646,1.98e-06,0.193,0.775,152.066,230557
4Z1ZlABSKDlVByJL3y5OVs,0.407,0.932,-5.253,1,0.406,0.273,0.0,0.676,0.396,174.849,230554
5E4mQ2mXblbeuI4tefnMZG,0.655,0.881,-3.531,0,0.431,0.626,0.0,0.125,0.651,92.118,315103
7MXVkk9YMctZqd1Srtv4MB,0.679,0.587,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,230453
68Dni7IE4VyPkTOH9mRWHr,0.69,0.521,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028,292799
4xkOaSrkexMciUUogZKVTS,0.548,0.847,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,297787
7KXjTSCq5nL1LoYtL7XAwS,0.908,0.621,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000
6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,178627
285pBltuF7vW8TeWk8hdRR,0.511,0.566,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,239836
0WtDGnWL2KrMCk0mI1Gpwz,0.745,0.353,-10.614,1,0.0983,0.174,0.00662,0.118,0.598,160.111,326933
78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,145543
0d28khcov6AiegSCpG5TuT,0.818,0.705,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222640
0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040
3GCdLUSnKSMJhs4Tj6CV3s,0.698,0.633,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187
2igwFfvr1OAGX9SKDCPBwO,0.491,0.956,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,276920
3KkXRkHbMCARz0aVfEt68P,0.76,0.479,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040
3eekarcy7kvN4yt5ZFzltW,0.598,0.427,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721
5hVghJ4KaYES3BFUATCYn0,0.554,0.498,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067
0nbXyq5TXYPCO7pr3N8S4I,0.896,0.586,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,196653
2JvzF1RMd7lE3KmFlsyZD8,0.837,0.364,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,213594
0I3q5fE6wg7LIfHGngUTnV,0.843,0.806,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,270507
79s5XnCN4TJKTVMSmOx8Ep,0.548,0.805,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,216387
6vN77lE9LK6HP2DewaN6HZ,0.963,0.346,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,142273
2i2gDpKKWjvnRTOZRhaPh2,0.639,0.723,-6.462,0,0.0532,0.511,0.0,0.167,0.878,136.872,187558
3l3iCfpZsxbxWJhYoiQNkD,0.55,0.481,-4.917,0,0.0395,0.0215,0.0,0.0972,0.15,108.163,198333
4qwKWGKzuq8mgIunO6EaA1,0.449,0.377,-9.438,1,0.0343,0.815,1.18e-05,0.142,0.181,155.56,175875
4iZ4pt7kvcaH6Yo8UoZ4s2,0.559,0.551,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008,201800
2dHHgzDwk4BJdRwy9uXhTO,0.715,0.62,-6.005,0,0.0484,0.417,0.0,0.0822,0.172,97.95,221520
609E1JCInJncactoMmkDon,0.768,0.644,-6.671,0,0.136,0.736,0.000837,0.173,0.53,95.05,194543
0JXXNGljqupsJaZsgSbMZV,0.684,0.607,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,195373
0u8rZGtXJrLtiSe34FPjGG,0.623,0.755,-5.386,1,0.0415,0.00306,0.0,0.387,0.32,119.957,212254
7KA4W4McWYRpgf0fWsJZWB,0.558,0.559,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387
5IgjP7X4th6nMNDh4akUHb,0.733,0.69,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,184613
50x1Ic8CaXkYNvjmxe3WXy,0.593,0.352,-8.296,1,0.0284,0.695,2.22e-05,0.3,0.226,119.988,220750
2Ch7LmS7r2Gy2kc64wv3Bz,0.582,0.525,-7.163,0,0.0627,0.111,0.0,0.134,0.51,133.249,260253
3EaJDYHA0KnX88JvDhL9oa,0.603,0.784,-4.023,1,0.062,0.446,8.32e-06,0.119,0.769,172.041,173104
5oO3drDxtziYU2H1X23ZIp,0.509,0.637,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,224000
3Zyk5Vd9WNPNVWxvb0EZTk,0.793,0.78,-4.247,0,0.249,0.341,0.0,0.111,0.576,178.046,203360
0o9zmvc5f3EFApU52PPIyW,0.6,0.76,-6.124,0,0.0452,0.166,4.09e-05,0.189,0.519,158.078,185573
3GZD6HmiNUhxXYf8Gch723,0.913,0.603,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,234093
5CM4UuQ9Gnd6K2YyKGPMoK,0.686,0.507,-7.097,1,0.0357,0.626,7.51e-05,0.383,0.69,168.955,232115
0WtDGnWL2KrMCk0mI1Gpwz,0.745,0.353,-10.614,1,0.0983,0.174,0.00662,0.118,0.598,160.111,326933
7DbdUf8aHSYoliSjO6LZv6,0.572,0.839,-5.083,0,0.0377,0.013,0.00976,0.522,0.465,143.969,196784
1jbguX18Gtjm0UwVsLRIFT,0.54,0.76,-4.855,1,0.0943,0.228,0.000188,0.244,0.295,150.0,184320
51NFxnQvaosfDDutk0tams,0.695,0.573,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,179172
1WIfWj5skn5UUZTs4cEFBe,0.799,0.436,-9.975,0,0.379,0.283,0.000105,0.0968,0.311,80.028,217566
4MUNZkVe0VfomuSgY1EJun,0.719,0.721,-6.693,0,0.243,0.049,0.00865,0.0661,0.893,105.026,203115
6HzDEVbfnDD1p0qFKqiZWU,0.578,0.582,-7.278,1,0.0413,0.151,2.23e-05,0.394,0.236,129.969,221533
5eCkuGPZNl4mISFNPgr3Dd,0.678,0.357,-14.712,0,0.128,0.675,0.00569,0.124,0.0661,113.301,197773
4bgCNtpyjevRbn1dQkodHS,0.458,0.528,-8.253,1,0.0608,0.0533,0.0221,0.101,0.425,149.852,244186
3JBpwwdOE8Oz1GPhIN38F6,0.621,0.679,-9.217,0,0.114,0.0102,0.236,0.192,0.209,120.028,190036
1cEo4OOyM1rOUn6kuTrm5m,0.441,0.74,-5.502,0,0.0863,0.0128,0.0,0.127,0.583,129.344,205436
5K0sRLcJ6LNWuJfD5s19YC,0.763,0.528,-7.445,1,0.124,0.0736,0.0,0.0871,0.568,85.242,183015
3YKb4RfxFidWLwfbM9kief,0.778,0.618,-7.499,1,0.101,0.103,0.00135,0.356,0.671,143.967,240026
6giHzoNmL0kwyBZAXGIIc2,0.871,0.595,-7.618,0,0.0552,0.0929,0.00422,0.107,0.623,120.011,206099
3RWrguFf3z2OPrUQyfwaIJ,0.558,0.455,-7.337,0,0.0382,0.499,0.0,0.0992,0.316,160.096,182594
4NJpJ17Dgm5r4OYExFbxLk,0.632,0.647,-8.587,1,0.0294,0.141,0.104,0.0908,0.221,105.945,193982
0hy48SusJtyhy4DNB2rEaS,0.731,0.445,-8.202,1,0.0533,0.071,0.0,0.0862,0.452,126.066,216240
2FlUBiGa1DhDZbroUa0Vb3,0.782,0.591,-7.716,0,0.039,0.0275,0.000813,0.424,0.642,125.932,146484
5fIq2ovEhDIyV5Hx1epC4c,0.594,0.709,-9.541,0,0.0377,0.0315,0.0562,0.0738,0.587,90.001,240293
2L6orAlH8tBhiFTumIfMyF,0.67,0.838,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998,222041
6y2Kaz9QI01XBKJ8mTb7Pf,0.564,0.745,-7.733,1,0.31,0.265,0.0,0.147,0.351,170.661,239627
6jq6rcOikCZAmjliAgAmfT,0.57,0.763,-4.137,1,0.0573,0.0857,2.49e-06,0.0932,0.43,150.088,239853
1iZgzgmsFsi0deffe0rleB,0.612,0.197,-14.878,1,0.0438,0.461,5.09e-06,0.0516,0.25,117.91,149640
3QksrtI9VFCBHWA4rgvcV8,0.408,0.414,-11.083,1,0.0297,0.282,0.0,0.153,0.576,107.469,206067
74VR3AkGPhbYXnxcOYa16x,0.259,0.473,-8.275,1,0.0295,0.592,0.0,0.201,0.539,90.348,157867
4FmCUATNIarCQh72JYdvnm,0.56,0.434,-14.151,0,0.0729,0.55,0.0,0.346,0.664,112.803,187040
0elmUoU7eMPwZX1Mw1MnQo,0.622,0.24,-14.067,0,0.0363,0.798,0.0,0.142,0.587,132.234,202160
3spdoTYpuCpmq19tuD0bOe,0.401,0.381,-7.458,1,0.0274,0.7,0.0,0.122,0.229,75.454,276800
3aEJMh1cXKEjgh52claxQp,0.585,0.247,-12.612,1,0.04,0.452,8.85e-06,0.107,0.591,127.15,223760
4hHbeIIKO5Y5uLyIEbY9Gn,0.574,0.338,-11.376,1,0.042,0.845,0.0,0.165,0.493,67.008,199093
4feXcsElKIVsGwkbnTHAfV,0.257,0.338,-12.902,1,0.0357,0.736,0.0,0.252,0.544,207.356,162493
2WaYW84yWij5NSCpgSeU2R,0.577,0.306,-11.559,1,0.0427,0.383,0.0,0.18,0.568,125.166,177400
3BTsv0FthgmDwyKlYShwJF,0.481,0.242,-11.81,1,0.0373,0.493,0.0,0.137,0.389,116.342,173240
